XE2DMPY6ELYGPXJZB9KA2LC,0.334370894593,3PLJWB9TN6PS9NMPHBYN9787CCJ69,1.08740026718,HMGYYVJLYW248K8ZKB,6.24391558094
TNR8ZG4QSVJ3V,7.54399895759,PHSL5VBBUZNNKCW4CSVURW5D3WYK4,4.27312260678,3KTQWWZJRHNQ,0.530835075509
DH3M3XKGX6RAUYLTMSYA,3.79282266925,L2TDDALSWFU8WB65QCDV6KU9WA36,4.35460221632,MUB3TPY4GWYL23Q6,2.46778423949
WPTBUVNY24NDUZLEE35XK55LRV2JU,-1.85426765841,NUYESJ9J44BHGG3QVWS5G,3.59663930058,ESA4KDSXLC4EPBJWVAS8CPYPAGKW,3.44376518762
JZRGNSYSKA43YL3NUX6D5,-2.56003725632,SY54QJXUVJD9ZKFMJABEM,2.10157475264,NKP3F6ACNKGJ47M87RDW,14.1002392148
33YJHV3VNUVF,-0.81181530366,G57GYJCWYUM63SU4H3Z,4.46712010205,XTKNF7TC5GQCMSXT5A,5.8216633081
QZBLFQDXZ8CUCDLXXFP,2.93206564529,XR5G92EV8QAA,-3.2205618517,KSMXFZJJCPGQ3DD27WGELL3CGDUD,2.65058135137
CUTQNH9Q7Q2HE6H8RFXG7K,0.359318772898,8SZH7YZAL2XESVL3U87NGJ2YNMQM,4.57744804449,GXG7QBUDWTJQ2,9.1388665365
ENKSBYS3CTNF2PS8V,2.97669382847,JDZSPBNEDFDCRPJ2USGYM2,6.64292267278,3T64H8KXLDQJ7P2,1.71268089051
LWVT35ZZB7KTPCQ3G,2.60616252679,PNA9U7PSW8E,10.2764691245,QBBPLG8CWHCCRQ3DGF642ZAPTKV22,10.2693037233
HLC3K37GRMCF6CRC,0.292735245218,L637BS6DY79FZP24UDG6,2.27464803459,TMFGGRQJDDZCR93Q58,3.88594376043
WR3TZYA6E9AA3S,0.433187287766,7BM75N2QQPAXYP6XR,0.317792427142,TAAF4ER8N3Z8RF2MDWN8,6.06823059472
KWK8KLHDF2J8GP38L,1.39239339549,9FNAJVCGWRPLZMXLK7S6W,2.85543972526,BGPL5E7NUQSPU4ZNLCRQQM3QL6,2.69035972279
5Z4AB24ABTN5QVGEY,-1.14099107629,JHTV5SQFXVTRCF,6.85316342762,DT66PHQWE85RZ5EQH4V5NM86AFTJ9D,10.3928109754
LBX822PZUB6AGXN4LFZKQYW9AQF,2.15489969762,CHJY4ZHLMKNHJ96W87NNRXG7A7HXF,5.60600813119,LBMMVWJXXNPKTH9GNCJDTEVJB,8.95883704493
QT5GBKC3W28U2CXMTAUYNV6T7Q,1.87754004946,VB82KK8LHRDXQE8,3.4285832866,EFSSNJ5DM9ENLHRHWX8QAM,5.91393101841
BYK22RHGPW8KHB2GVP,0.533735366413,3RPQY49QR5KUQAQMEUNM,-2.61086228871,EDJPPLZJ7WC9HW6F6W3YGMC3T6SU6,-0.515066825318
SHZB4GNKBERK4THK9KQ7YY3ZF75KR,3.64691907888,3L8FKKSWDLRLRWS,1.63287766724,RHM6XANLCEW5C3DBMBKAFUJSBP84N,-0.202345906511
CU4QMA7JTZ43Q49AKGZLHR645,-0.569868907958,D323WDTQKFVTMSRJ837J9Z6VVJN,5.01402271812,8EYZBQ382SC6DX7EUBMSPJJDE8F28N,8.45426900761
JFA452UGNACYQ8,-0.118385712738,PVXKW7QN2JPVLVKG7XEPDH6GYD7,0.542128179831,XD435WLL24LK,8.29823414684
KJUJKKCUR4FPUX93U,-2.0155621685,4UDCEFXEQ7JBYE5K,2.4489385432,ZF2GWPRXZJZTRC6N,6.83295224595
853J9WADCENSNHQYE667CPFCR9A,0.91037005195,TDV46TPHWND,3.38869522553,R7TM29H796W29XTX528YAX7DAK4,5.67623564677
LX7XQS36KXY87EQ7J8UCSUJ,1.29647457949,V9W3J7YMPQC5XHCLJXNCUQTF6B,3.3580838248,SAQP79NVSWM8CLHVBXM,13.1988874858
NVDSSWS75H4WVZ39PTBY,4.16200998566,GYTR7EEZH8K,0.479952205991,7E6BZD5QRG8MZ3KLY5,9.66629098589
4KGJJR828T3ABLQ6X38U5,2.76604007553,WGREXNKH8XHM3SKJSWXSEKM,4.66622802491,MKNXE8HA8WUQHW,2.28738242935
64WSKNLCDK3QM8,-0.0695691545282,4XAVE8E68MPMBLVHZQQNHP6J,3.95523219347,5PWPHNM5CPS8JM6KUN4JU78Y8FH,7.04353431328
4CDQ5UBHAXG2P2GBBLG986QEP,-0.0688463085826,7E2NYCYX7WY58S2XL,6.62857171104,VC4ZGUSW6K42,8.26202603182
D4Z9XNLBHKAP24LH4LFS8,3.77512430522,ZCDK8YRVYYNC8Y9Y4M285KS4V9P4,5.26428164915,LJVUTADUVMJG8ZZWK4WW4,0.718591215689
GB4USBE24YSN8TMGJ,3.85529528981,YWP9JXR5FWYUPG,5.12204357508,NCJN62EHVR7NUAMUJNHXATG,7.0570696843
DRUGKFZEMCMVNUJQS6NFYTUVTU82D,0.269740934773,DVLAQAKUSRYVEGRMM8XHTZWAFHR6TR,4.95037230927,ENSYSJ4NUPR6SUYC3P53GJHF,1.66608197934
